ticket,order,time,time_msc,type,entry,magic,position_id,reason,volume,price,commission,swap,profit,fee,symbol,comment,external_id
54309479,60702463,2026-03-16 06:00:34,1773640834461,1,1,99999,60644187,3,0.01,0.58087,0.0,0.0,0.08,0.0,NZDUSD,Emergency Closur,753492067
54309480,60702464,2026-03-16 06:00:34,1773640834565,1,1,99999,60644305,3,0.01,0.58087,0.0,0.0,0.08,0.0,NZDUSD,Emergency Closur,753492068
54309482,60702466,2026-03-16 06:00:34,1773640834674,1,1,99999,60644344,3,0.01,0.58087,0.0,0.0,0.05,0.0,NZDUSD,Emergency Closur,753492070
54309483,60702467,2026-03-16 06:00:34,1773640834772,1,1,99999,60644426,3,0.01,0.58087,0.0,0.0,0.06,0.0,NZDUSD,Emergency Closur,753492071
54309484,60702468,2026-03-16 06:00:34,1773640834872,1,1,99999,60644494,3,0.01,0.58087,0.0,0.0,0.06,0.0,NZDUSD,Emergency Closur,753492072
54309485,60702469,2026-03-16 06:00:34,1773640834978,1,1,99999,60644512,3,0.01,0.58087,0.0,0.0,0.06,0.0,NZDUSD,Emergency Closur,753492073
54309486,60702470,2026-03-16 06:00:35,1773640835075,1,1,99999,60644528,3,0.01,0.58087,0.0,0.0,0.05,0.0,NZDUSD,Emergency Closur,753492074
54309487,60702471,2026-03-16 06:00:35,1773640835175,1,1,99999,60644546,3,0.01,0.58087,0.0,0.0,0.03,0.0,NZDUSD,Emergency Closur,753492075
54309488,60702472,2026-03-16 06:00:35,1773640835276,1,1,99999,60644558,3,0.01,0.58087,0.0,0.0,0.02,0.0,NZDUSD,Emergency Closur,753492076
54309489,60702473,2026-03-16 06:00:35,1773640835379,1,1,99999,60644568,3,0.01,0.58087,0.0,0.0,0.04,0.0,NZDUSD,Emergency Closur,753492077
54315838,60708904,2026-03-16 06:25:45,1773642345006,1,0,0,60708904,3,0.01,211.499,0.0,0.0,0.0,0.0,GBPJPY,CHAM_NEME_LIVE,753506162
54315857,60708928,2026-03-16 06:25:48,1773642348764,1,0,0,60708928,3,0.01,211.498,0.0,0.0,0.0,0.0,GBPJPY,HYBRID_NEME_SHIE,753506210
54315865,60708937,2026-03-16 06:25:52,1773642352740,1,0,0,60708937,3,0.01,211.495,0.0,0.0,0.0,0.0,GBPJPY,KAIDO_15R,753506233
54315872,60708943,2026-03-16 06:25:57,1773642357946,1,0,0,60708943,3,0.01,211.494,0.0,0.0,0.0,0.0,GBPJPY,KAIDO_20R,753506267
54315891,60708958,2026-03-16 06:26:07,1773642367826,1,0,0,60708958,3,0.01,211.492,0.0,0.0,0.0,0.0,GBPJPY,KAIDO_TRAILING,753506336
54315899,60708949,2026-03-16 06:26:08,1773642368376,1,0,0,60708949,3,0.01,211.48,0.0,0.0,0.0,0.0,GBPJPY,KAIDO_30R,753506369
54316088,60709156,2026-03-16 06:26:22,1773642382765,0,1,99999,60708904,3,0.01,211.506,0.0,0.0,-0.04,0.0,GBPJPY,Emergency Closur,753506853
54316111,60709179,2026-03-16 06:26:23,1773642383915,0,1,99999,60708928,3,0.01,211.504,0.0,0.0,-0.04,0.0,GBPJPY,Emergency Closur,753506891
54316114,60709181,2026-03-16 06:26:24,1773642384033,0,1,99999,60708937,3,0.01,211.504,0.0,0.0,-0.06,0.0,GBPJPY,Emergency Closur,753506895
54316116,60709184,2026-03-16 06:26:24,1773642384142,0,1,99999,60708943,3,0.01,211.504,0.0,0.0,-0.06,0.0,GBPJPY,Emergency Closur,753506898
54316118,60709186,2026-03-16 06:26:24,1773642384245,0,1,99999,60708949,3,0.01,211.504,0.0,0.0,-0.15,0.0,GBPJPY,Emergency Closur,753506900
54316119,60709187,2026-03-16 06:26:24,1773642384346,0,1,99999,60708958,3,0.01,211.504,0.0,0.0,-0.08,0.0,GBPJPY,Emergency Closur,753506902
54324478,60708827,2026-03-16 06:55:59,1773644159809,1,0,0,60708827,3,0.01,0.58096,0.0,0.0,0.0,0.0,NZDUSD,KAIDO_20R,753526683
54324479,60708804,2026-03-16 06:55:59,1773644159816,1,0,0,60708804,3,0.01,0.58096,0.0,0.0,0.0,0.0,NZDUSD,KAIDO_15R,753526682
54324492,60708773,2026-03-16 06:56:01,1773644161616,1,0,0,60708773,3,0.01,0.58095,0.0,0.0,0.0,0.0,NZDUSD,HYBRID_NEME_SHIE,753526715
54324493,60708864,2026-03-16 06:56:01,1773644161619,1,0,0,60708864,3,0.01,0.58094,0.0,0.0,0.0,0.0,NZDUSD,KAIDO_TRAILING,753526717
54324495,60708750,2026-03-16 06:56:01,1773644161620,1,0,0,60708750,3,0.01,0.58094,0.0,0.0,0.0,0.0,NZDUSD,CHAM_NEME_LIVE,753526714
54324496,60708846,2026-03-16 06:56:01,1773644161627,1,0,0,60708846,3,0.01,0.58094,0.0,0.0,0.0,0.0,NZDUSD,KAIDO_30R,753526716
54325493,60719000,2026-03-16 07:00:38,1773644438579,0,1,99999,60708750,3,0.01,0.5811,0.0,0.0,-0.16,0.0,NZDUSD,Emergency Closur,753528675
54325494,60719002,2026-03-16 07:00:38,1773644438687,0,1,99999,60708773,3,0.01,0.5811,0.0,0.0,-0.15,0.0,NZDUSD,Emergency Closur,753528676
54325495,60719003,2026-03-16 07:00:38,1773644438793,0,1,99999,60708804,3,0.01,0.5811,0.0,0.0,-0.14,0.0,NZDUSD,Emergency Closur,753528677
54325497,60719004,2026-03-16 07:00:38,1773644438889,0,1,99999,60708827,3,0.01,0.5811,0.0,0.0,-0.14,0.0,NZDUSD,Emergency Closur,753528678
54325498,60719005,2026-03-16 07:00:38,1773644438992,0,1,99999,60708846,3,0.01,0.5811,0.0,0.0,-0.16,0.0,NZDUSD,Emergency Closur,753528679
54325499,60719006,2026-03-16 07:00:39,1773644439098,0,1,99999,60708864,3,0.01,0.5811,0.0,0.0,-0.16,0.0,NZDUSD,Emergency Closur,753528681
54337073,60692243,2026-03-16 07:59:29,1773647969574,1,0,0,60692243,3,0.01,0.5805,0.0,0.0,0.0,0.0,NZDUSD,KAIDO_15R,753569996
54337074,60692575,2026-03-16 07:59:29,1773647969576,1,0,0,60692575,3,0.01,0.5805,0.0,0.0,0.0,0.0,NZDUSD,KAIDO_20R,753569997
54337089,60691880,2026-03-16 07:59:40,1773647980040,1,0,0,60691880,3,0.01,0.58049,0.0,0.0,0.0,0.0,NZDUSD,HYBRID_NEME_SHIE,753570052
54337090,60692591,2026-03-16 07:59:40,1773647980043,1,0,0,60692591,3,0.01,0.58049,0.0,0.0,0.0,0.0,NZDUSD,KAIDO_30R,753570053
54337091,60691862,2026-03-16 07:59:40,1773647980045,1,0,0,60691862,3,0.01,0.58049,0.0,0.0,0.0,0.0,NZDUSD,CHAM_NEME_LIVE,753570051
54337333,60731347,2026-03-16 08:00:42,1773648042175,0,1,99999,60691862,3,0.01,0.58069,0.0,0.0,-0.2,0.0,NZDUSD,Emergency Closur,753571010
54337335,60731349,2026-03-16 08:00:42,1773648042280,0,1,99999,60691880,3,0.01,0.58069,0.0,0.0,-0.2,0.0,NZDUSD,Emergency Closur,753571013
54337337,60731351,2026-03-16 08:00:42,1773648042371,0,1,99999,60692243,3,0.01,0.58069,0.0,0.0,-0.19,0.0,NZDUSD,Emergency Closur,753571015
54337338,60731352,2026-03-16 08:00:42,1773648042471,0,1,99999,60692575,3,0.01,0.58069,0.0,0.0,-0.19,0.0,NZDUSD,Emergency Closur,753571018
54337339,60731353,2026-03-16 08:00:42,1773648042568,0,1,99999,60692591,3,0.01,0.58069,0.0,0.0,-0.2,0.0,NZDUSD,Emergency Closur,753571019
54337815,60692612,2026-03-16 08:03:50,1773648230907,1,0,0,60692612,3,0.01,0.58045,0.0,0.0,0.0,0.0,NZDUSD,KAIDO_TRAILING,753572718
54342860,60736998,2026-03-16 08:26:30,1773649590355,0,1,99999,60692612,3,0.01,0.58046,0.0,0.0,-0.01,0.0,NZDUSD,Emergency Closur,753597522
54354541,60642579,2026-03-16 09:09:46,1773652186876,0,0,0,60642579,3,0.01,0.70196,0.0,0.0,0.0,0.0,AUDUSD,LHN_ALFA_S20R25_,753638848
54354542,60642610,2026-03-16 09:09:46,1773652186877,0,0,0,60642610,3,0.01,0.70196,0.0,0.0,0.0,0.0,AUDUSD,LHN_WINNER_S18R1,753638849
54354543,60642571,2026-03-16 09:09:46,1773652186880,0,0,0,60642571,3,0.01,0.70196,0.0,0.0,0.0,0.0,AUDUSD,LHN_ALFA_S15R25_,753638847
54354544,60642520,2026-03-16 09:09:46,1773652186883,0,0,0,60642520,3,0.01,0.70196,0.0,0.0,0.0,0.0,AUDUSD,LHN_ALFA_S15R18_,753638846
54354549,60642533,2026-03-16 09:09:47,1773652187843,0,0,0,60642533,3,0.01,0.70197,0.0,0.0,0.0,0.0,AUDUSD,LHN_ALFA_S20R18_,753638868
54354550,60642601,2026-03-16 09:09:47,1773652187848,0,0,0,60642601,3,0.01,0.70197,0.0,0.0,0.0,0.0,AUDUSD,LHN_WINNER_S15R1,753638872
54354551,60642587,2026-03-16 09:09:47,1773652187850,0,0,0,60642587,3,0.01,0.70198,0.0,0.0,0.0,0.0,AUDUSD,LHN_WINNER_S10R1,753638870
54354552,60642543,2026-03-16 09:09:47,1773652187851,0,0,0,60642543,3,0.01,0.70197,0.0,0.0,0.0,0.0,AUDUSD,LHN_ALFA_S15R20_,753638869
54354553,60642597,2026-03-16 09:09:47,1773652187853,0,0,0,60642597,3,0.01,0.70197,0.0,0.0,0.0,0.0,AUDUSD,LHN_WINNER_S12R1,753638871
54359537,60754295,2026-03-16 09:26:33,1773653193473,1,1,99999,60642520,3,0.01,0.70148,0.0,0.0,-0.48,0.0,AUDUSD,Emergency Closur,753661810
54359538,60754296,2026-03-16 09:26:33,1773653193580,1,1,99999,60642533,3,0.01,0.70147,0.0,0.0,-0.5,0.0,AUDUSD,Emergency Closur,753661812
54359539,60754297,2026-03-16 09:26:33,1773653193679,1,1,99999,60642543,3,0.01,0.70147,0.0,0.0,-0.5,0.0,AUDUSD,Emergency Closur,753661813
54359540,60754298,2026-03-16 09:26:33,1773653193771,1,1,99999,60642571,3,0.01,0.70147,0.0,0.0,-0.49,0.0,AUDUSD,Emergency Closur,753661816
54359541,60754299,2026-03-16 09:26:33,1773653193886,1,1,99999,60642579,3,0.01,0.70147,0.0,0.0,-0.49,0.0,AUDUSD,Emergency Closur,753661817
54359542,60754300,2026-03-16 09:26:33,1773653193997,1,1,99999,60642587,3,0.01,0.70147,0.0,0.0,-0.51,0.0,AUDUSD,Emergency Closur,753661818
54359543,60754301,2026-03-16 09:26:34,1773653194103,1,1,99999,60642597,3,0.01,0.70147,0.0,0.0,-0.5,0.0,AUDUSD,Emergency Closur,753661824
54359545,60754303,2026-03-16 09:26:34,1773653194208,1,1,99999,60642601,3,0.01,0.70147,0.0,0.0,-0.5,0.0,AUDUSD,Emergency Closur,753661827
54359546,60754304,2026-03-16 09:26:34,1773653194308,1,1,99999,60642610,3,0.01,0.70147,0.0,0.0,-0.49,0.0,AUDUSD,Emergency Closur,753661828
54392152,60678204,2026-03-16 11:20:04,1773660004625,1,0,0,60678204,3,0.01,1.37038,0.0,0.0,0.0,0.0,USDCAD,CHAM2_ALFA_TREND,753779698
54392153,60678210,2026-03-16 11:20:04,1773660004626,1,0,0,60678210,3,0.01,1.37037,0.0,0.0,0.0,0.0,USDCAD,CHAM2_ALFA_TREND,753779699
54396766,60792517,2026-03-16 11:26:40,1773660400490,0,1,99999,60678204,3,0.01,1.37026,0.0,0.0,0.09,0.0,USDCAD,Emergency Closur,753793147
54396781,60792531,2026-03-16 11:26:41,1773660401903,0,1,99999,60678210,3,0.01,1.3703,0.0,0.0,0.05,0.0,USDCAD,Emergency Closur,753793174
54476150,60869091,2026-03-16 15:03:26,1773673406300,1,0,0,60869091,3,0.01,1.36816,0.0,0.0,0.0,0.0,USDCAD,CHAM_ALFA_LIVE,754074359
54476151,60869197,2026-03-16 15:03:26,1773673406383,1,0,0,60869197,3,0.01,1.36813,0.0,0.0,0.0,0.0,USDCAD,CHAM2_ALFA_TREND,754074360
54476152,60869256,2026-03-16 15:03:26,1773673406385,1,0,0,60869256,3,0.01,1.36813,0.0,0.0,0.0,0.0,USDCAD,HYBRID_ALFA_GOLD,754074361
54476160,60872788,2026-03-16 15:03:29,1773673409109,1,0,0,60872788,3,0.01,1.36803,0.0,0.0,0.0,0.0,USDCAD,HYBRID_NEME_SHIE,754074396
54476336,60874487,2026-03-16 15:03:57,1773673437295,0,0,0,60874487,3,0.01,1.32846,0.0,0.0,0.0,0.0,GBPUSD,HYBRID_NEME_SHIE,754074885
54476419,60874736,2026-03-16 15:04:09,1773673449463,1,0,0,60874736,3,0.01,159.083,0.0,0.0,0.0,0.0,USDJPY,CHAM_ALFA_LIVE,754075362
54476500,60874827,2026-03-16 15:04:23,1773673463019,0,0,0,60874827,3,0.01,159.091,0.0,0.0,0.0,0.0,USDJPY,KAIDO_20R,754075791
54476501,60874843,2026-03-16 15:04:23,1773673463020,0,0,0,60874843,3,0.01,159.092,0.0,0.0,0.0,0.0,USDJPY,KAIDO_30R,754075792
54476503,60874801,2026-03-16 15:04:23,1773673463096,0,0,0,60874801,3,0.01,159.093,0.0,0.0,0.0,0.0,USDJPY,KAIDO_15R,754075797
54476504,60874765,2026-03-16 15:04:23,1773673463098,0,0,0,60874765,3,0.01,159.093,0.0,0.0,0.0,0.0,USDJPY,HYBRID_NEME_SHIE,754075796
54476627,60874995,2026-03-16 15:05:01,1773673501663,0,1,99999,60869091,3,0.01,1.36794,0.0,0.0,0.16,0.0,USDCAD,Emergency Closur,754076461
54476632,60874999,2026-03-16 15:05:02,1773673502606,0,1,99999,60869197,3,0.01,1.36793,0.0,0.0,0.15,0.0,USDCAD,Emergency Closur,754076481
54476634,60875001,2026-03-16 15:05:02,1773673502742,0,1,99999,60869256,3,0.01,1.36793,0.0,0.0,0.15,0.0,USDCAD,Emergency Closur,754076488
54476635,60875002,2026-03-16 15:05:02,1773673502850,0,1,99999,60872788,3,0.01,1.36793,0.0,0.0,0.07,0.0,USDCAD,Emergency Closur,754076492
54476637,60875004,2026-03-16 15:05:03,1773673503078,1,1,99999,60874487,3,0.01,1.32829,0.0,0.0,-0.17,0.0,GBPUSD,Emergency Closur,754076501
54476638,60875005,2026-03-16 15:05:03,1773673503238,0,1,99999,60874736,3,0.01,159.079,0.0,0.0,0.03,0.0,USDJPY,Emergency Closur,754076504
54476639,60875006,2026-03-16 15:05:03,1773673503337,1,1,99999,60874765,3,0.01,159.071,0.0,0.0,-0.14,0.0,USDJPY,Emergency Closur,754076506
54476640,60875007,2026-03-16 15:05:03,1773673503438,1,1,99999,60874801,3,0.01,159.071,0.0,0.0,-0.14,0.0,USDJPY,Emergency Closur,754076508
54476642,60875009,2026-03-16 15:05:03,1773673503537,1,1,99999,60874827,3,0.01,159.071,0.0,0.0,-0.13,0.0,USDJPY,Emergency Closur,754076513
54476643,60875010,2026-03-16 15:05:03,1773673503639,1,1,99999,60874843,3,0.01,159.071,0.0,0.0,-0.13,0.0,USDJPY,Emergency Closur,754076517
54476834,60874878,2026-03-16 15:05:42,1773673542448,0,0,0,60874878,3,0.01,159.099,0.0,0.0,0.0,0.0,USDJPY,KAIDO_TRAILING,754077387
54478528,60874469,2026-03-16 15:10:31,1773673831515,1,0,0,60874469,3,0.01,1.328,0.0,0.0,0.0,0.0,GBPUSD,CHAM_ALFA_LIVE,754084057
54478969,60874503,2026-03-16 15:12:16,1773673936107,0,0,0,60874503,3,0.01,1.32854,0.0,0.0,0.0,0.0,GBPUSD,KAIDO_15R,754086352
54479016,60874532,2026-03-16 15:12:26,1773673946346,0,0,0,60874532,3,0.01,1.32856,0.0,0.0,0.0,0.0,GBPUSD,KAIDO_20R,754086460
54479017,60874610,2026-03-16 15:12:26,1773673946348,0,0,0,60874610,3,0.01,1.32856,0.0,0.0,0.0,0.0,GBPUSD,KAIDO_TRAILING,754086461
54479018,60874567,2026-03-16 15:12:27,1773673947192,0,0,0,60874567,3,0.01,1.32858,0.0,0.0,0.0,0.0,GBPUSD,KAIDO_30R,754086473
54480524,60879057,2026-03-16 15:15:45,1773674145562,1,0,0,60879057,3,0.01,159.056,0.0,0.0,0.0,0.0,USDJPY,CHAM_ALFA_LIVE,754092393
54480565,60879072,2026-03-16 15:15:55,1773674155760,0,0,0,60879072,3,0.01,159.067,0.0,0.0,0.0,0.0,USDJPY,HYBRID_NEME_SHIE,754092637
54480595,60879024,2026-03-16 15:16:01,1773674161839,1,0,0,60879024,3,0.01,1.32821,0.0,0.0,0.0,0.0,GBPUSD,HYBRID_NEME_SHIE,754092819
54480743,60879278,2026-03-16 15:16:41,1773674201710,1,0,0,60879278,3,0.01,159.044,0.0,0.0,0.0,0.0,USDJPY,CHAM_ALFA_LIVE,754093481
54480773,60879263,2026-03-16 15:16:51,1773674211682,0,0,0,60879263,3,0.01,1.32862,0.0,0.0,0.0,0.0,GBPUSD,HYBRID_NEME_SHIE,754093551
54480826,60879147,2026-03-16 15:16:59,1773674219361,0,0,0,60879147,3,0.01,1.36808,0.0,0.0,0.0,0.0,USDCAD,HYBRID_NEME_SHIE,754093667
54481061,60879540,2026-03-16 15:17:36,1773674256134,1,0,0,60879540,3,0.01,159.041,0.0,0.0,0.0,0.0,USDJPY,CHAM_ALFA_LIVE,754094640
54481062,60879470,2026-03-16 15:17:36,1773674256380,0,0,0,60879470,3,0.01,1.32867,0.0,0.0,0.0,0.0,GBPUSD,CHAM_ALFA_LIVE,754094654
54481334,60879609,2026-03-16 15:18:00,1773674280872,0,0,0,60879609,3,0.01,159.052,0.0,0.0,0.0,0.0,USDJPY,HYBRID_NEME_SHIE,754095445
54481348,60879293,2026-03-16 15:18:02,1773674282115,0,0,0,60879293,3,0.01,159.057,0.0,0.0,0.0,0.0,USDJPY,HYBRID_NEME_SHIE,754095473
54481459,60879731,2026-03-16 15:18:14,1773674294719,0,0,0,60879731,3,0.01,1.36807,0.0,0.0,0.0,0.0,USDCAD,HYBRID_NEME_SHIE,754095778
54481604,60880176,2026-03-16 15:18:31,1773674311343,0,0,0,60880176,3,0.01,159.071,0.0,0.0,0.0,0.0,USDJPY,HYBRID_NEME_SHIE,754096168
54481977,60879324,2026-03-16 15:19:19,1773674359381,0,0,0,60879324,3,0.01,1.36823,0.0,0.0,0.0,0.0,USDCAD,CHAM2_ALFA_TREND,754097321
54482044,60880570,2026-03-16 15:19:30,1773674370123,1,0,0,60880570,3,0.01,159.072,0.0,0.0,0.0,0.0,USDJPY,CHAM_ALFA_LIVE,754097490
54482326,60880594,2026-03-16 15:19:54,1773674394638,0,0,0,60880594,3,0.01,159.083,0.0,0.0,0.0,0.0,USDJPY,HYBRID_NEME_SHIE,754098102
54482374,60880069,2026-03-16 15:20:00,1773674400635,1,0,0,60880069,3,0.01,1.32823,0.0,0.0,0.0,0.0,GBPUSD,HYBRID_NEME_SHIE,754098240
54482376,60879313,2026-03-16 15:20:01,1773674401106,0,0,0,60879313,3,0.01,1.36827,0.0,0.0,0.0,0.0,USDCAD,CHAM_ALFA_LIVE,754098248
54482377,60880260,2026-03-16 15:20:01,1773674401109,0,0,0,60880260,3,0.01,1.36826,0.0,0.0,0.0,0.0,USDCAD,CHAM2_ALFA_TREND,754098249
54482380,60879495,2026-03-16 15:20:01,1773674401153,1,0,0,60879495,3,0.01,1.32819,0.0,0.0,0.0,0.0,GBPUSD,HYBRID_NEME_SHIE,754098255
54482387,60880232,2026-03-16 15:20:02,1773674402437,0,0,0,60880232,3,0.01,1.36832,0.0,0.0,0.0,0.0,USDCAD,CHAM_ALFA_LIVE,754098286
54482482,60880532,2026-03-16 15:20:07,1773674407407,1,0,0,60880532,3,0.01,1.32817,0.0,0.0,0.0,0.0,GBPUSD,HYBRID_NEME_SHIE,754098473
54482485,60879250,2026-03-16 15:20:08,1773674408227,1,0,0,60879250,3,0.01,1.32816,0.0,0.0,0.0,0.0,GBPUSD,CHAM_ALFA_LIVE,754098489
54482757,60881121,2026-03-16 15:20:32,1773674432898,1,0,0,60881121,3,0.01,159.091,0.0,0.0,0.0,0.0,USDJPY,CHAM_ALFA_LIVE,754099281
54482898,60881559,2026-03-16 15:20:49,1773674449740,0,0,0,60881559,3,0.01,159.106,0.0,0.0,0.0,0.0,USDJPY,LHN_NEME_POLIMAT,754099729
54482903,60881149,2026-03-16 15:20:51,1773674451358,0,0,0,60881149,3,0.01,159.111,0.0,0.0,0.0,0.0,USDJPY,HYBRID_NEME_SHIE,754099740
54482972,60881588,2026-03-16 15:21:00,1773674460580,0,0,0,60881588,3,0.01,159.108,0.0,0.0,0.0,0.0,USDJPY,HYBRID_NEME_SHIE,754099965
54483195,60881424,2026-03-16 15:21:20,1773674480774,1,0,0,60881424,3,0.01,1.32802,0.0,0.0,0.0,0.0,GBPUSD,CHAM_ALFA_LIVE,754100516
54483610,60880668,2026-03-16 15:22:15,1773674535800,1,0,0,60880668,3,0.01,1.36789,0.0,0.0,0.0,0.0,USDCAD,HYBRID_NEME_SHIE,754101799
54483726,60881739,2026-03-16 15:22:27,1773674547239,1,0,0,60881739,3,0.01,1.36783,0.0,0.0,0.0,0.0,USDCAD,HYBRID_NEME_SHIE,754102064
54483879,60881574,2026-03-16 15:22:53,1773674573229,1,0,0,60881574,3,0.01,159.083,0.0,0.0,0.0,0.0,USDJPY,CHAM_ALFA_LIVE,754102487
54483896,60882625,2026-03-16 15:22:56,1773674576152,1,0,0,60882625,3,0.01,159.082,0.0,0.0,0.0,0.0,USDJPY,CHAM_ALFA_LIVE,754102520
54484047,60882786,2026-03-16 15:23:31,1773674611882,0,1,99999,60874469,3,0.01,1.32837,0.0,0.0,-0.37,0.0,GBPUSD,Emergency Closur,754103012
54484048,60882788,2026-03-16 15:23:31,1773674611984,1,1,99999,60874503,3,0.01,1.32829,0.0,0.0,-0.25,0.0,GBPUSD,Emergency Closur,754103016
54484049,60882789,2026-03-16 15:23:32,1773674612086,1,1,99999,60874532,3,0.01,1.32829,0.0,0.0,-0.27,0.0,GBPUSD,Emergency Closur,754103019
54484052,60882793,2026-03-16 15:23:32,1773674612204,1,1,99999,60874567,3,0.01,1.32829,0.0,0.0,-0.29,0.0,GBPUSD,Emergency Closur,754103022
54484054,60882794,2026-03-16 15:23:32,1773674612303,1,1,99999,60874610,3,0.01,1.32829,0.0,0.0,-0.27,0.0,GBPUSD,Emergency Closur,754103024
54484055,60882795,2026-03-16 15:23:32,1773674612405,1,1,99999,60874878,3,0.01,159.072,0.0,0.0,-0.17,0.0,USDJPY,Emergency Closur,754103026
54484057,60882796,2026-03-16 15:23:32,1773674612512,0,1,99999,60879024,3,0.01,1.32837,0.0,0.0,-0.16,0.0,GBPUSD,Emergency Closur,754103027
54484058,60882797,2026-03-16 15:23:32,1773674612636,0,1,99999,60879057,3,0.01,159.079,0.0,0.0,-0.14,0.0,USDJPY,Emergency Closur,754103029
54484059,60882798,2026-03-16 15:23:32,1773674612743,1,1,99999,60879072,3,0.01,159.072,0.0,0.0,0.03,0.0,USDJPY,Emergency Closur,754103031
54484060,60882799,2026-03-16 15:23:32,1773674612866,1,1,99999,60879147,3,0.01,1.36781,0.0,0.0,-0.2,0.0,USDCAD,Emergency Closur,754103040
54484063,60882802,2026-03-16 15:23:33,1773674613086,0,1,99999,60879250,3,0.01,1.32836,0.0,0.0,-0.2,0.0,GBPUSD,Emergency Closur,754103045
